6.6435423,6.9172330,7.0178289,6.9737835,7.0246119,6.9376130,7.0310817,6.8854170,6.8400073,7.0093331
6.5135326,6.9750357,6.9962597,6.9181547,7.0788698,6.9728484,6.8019338,7.0185609,6.8020949,6.9976869
7.0328231,7.0982132,6.8231826,6.9690561,6.9526410,6.9883590,7.0403786,5.6381998,6.9291372,6.9594021
6.6304994,7.0894260,6.6651382,6.9955869,7.0613647,6.8448834,6.0426440,7.0376763,6.9424415,6.9885550
7.0388751,6.8032002,6.9977407,6.9925737,6.5052590,6.8377137,7.0093884,7.0448699,6.9227214,6.9953198
6.7695456,7.1275344,6.6717558,6.7055211,6.7539835,6.7874384,6.6429152,6.8966289,6.6387577,6.6686506
7.0385132,7.0812254,6.9054165,6.9681501,-0.2791035,6.9833860,6.7765317,7.0328526,6.8894024,7.1637764
6.4598098,7.0744128,6.9978499,6.9194102,7.0111432,6.9706459,7.0383677,6.5783257,6.9264989,7.0100751
7.0516658,7.1011972,7.0128002,6.8468909,6.8228683,6.9877014,7.0437083,6.6433930,6.9381218,6.7162433
3.3601344,7.0924077,7.0024939,6.9811025,7.0519776,6.9703636,7.0225868,7.0330734,6.9343266,6.9870477
6.5321069,7.0698924,6.5954366,6.9818764,7.0526752,6.9432826,7.0238247,7.0319948,6.9421897,7.0024090
7.0244446,7.0747857,6.9873605,6.9484301,7.0173383,6.9818640,7.0299959,6.8586421,6.8241296,6.9985871
7.0433946,7.1081042,7.0013990,6.9620104,6.6871591,6.9786758,7.0213051,6.8866200,6.9462128,6.5164733
7.0359840,7.1025357,6.5892892,6.3916616,7.0277810,6.9893904,7.0359473,6.8696260,6.9184785,7.0092592
7.0263953,5.9099078,6.8959074,6.8193469,7.0761504,6.9941306,7.0293274,7.0424075,6.9458652,6.8767619
7.0388570,6.9307537,7.0127759,6.9809084,7.0565815,6.9722824,6.3842235,6.9243436,6.9255538,6.9589944
7.0314250,7.0993805,6.6860509,6.9831939,7.0643401,6.9604654,6.9696679,6.4954000,6.9595027,7.0042038
7.0013909,7.0682712,6.9819670,6.9632926,7.0659885,6.9437895,7.0028539,7.0270553,6.9205837,6.9644008
7.0200067,7.0868864,6.9839530,6.9732208,7.0704741,6.9772835,6.9948659,7.0346527,6.8971539,6.9502769
6.9695821,6.8146977,6.9590034,6.9925728,7.0110822,6.9672422,7.0359187,6.0360103,6.8868012,6.9891109
6.8039761,6.7367544,6.9285550,6.7243924,7.0673428,6.7227345,6.9749360,7.0562825,6.6588087,6.9268584
7.0485625,7.1064334,6.7783256,6.9127059,6.1354890,6.9625587,6.7214856,7.0480714,6.8824234,6.8703971
4.9011798,7.0590210,6.9088082,6.9980826,7.0377393,6.9672971,7.0283346,7.0151291,6.9469423,7.0060544
7.0408697,6.8709745,6.8612938,6.9852262,7.0219374,6.9844894,7.0463996,6.9442568,6.7589431,6.8049579
6.8404279,6.6541457,6.6828303,6.7898746,7.0003314,7.0090699,6.7737398,6.8824739,6.3237190,7.0209599
7.0417957,6.8613663,6.9996324,6.9798627,6.6956482,6.9591093,7.0207491,7.0298505,6.9214821,6.8053331
6.4101443,7.0778637,6.9886789,6.9655313,6.8403893,6.8992977,7.0408254,6.6870532,6.9609699,6.6509061
7.0565629,1.8482195,6.9880433,6.9951272,6.9905248,6.8513455,7.0269518,7.0298882,6.9425416,6.9693871
7.0504861,7.0958557,7.0103998,6.9409027,7.0716920,6.9748659,7.0328751,6.7297406,6.8134670,6.4101896
7.0399194,7.0985136,7.0165815,6.9856505,6.4097099,6.9781165,6.6913786,6.7305322,6.9003925,6.1435609
7.0274053,6.8594027,6.9913020,6.9838243,6.9881244,6.9629526,6.8516178,6.8814578,6.9392376,6.7031236
7.0247378,7.0852871,7.0035272,6.9895177,5.9980273,6.9997764,6.7902336,6.4728537,6.9691319,4.5399718
7.0426121,7.0828409,7.0147943,6.9869089,6.6910295,6.9793253,5.0977311,7.0471740,6.9658937,6.8649521
6.7248192,7.0569515,7.0044026,6.9842215,6.6986141,6.8465710,7.0539117,6.6963077,6.8521709,6.5218267
6.5518584,6.2110691,6.4092999,6.5629749,7.0256429,6.4655862,6.4405551,7.0474777,4.9979420,7.0723381
7.0331154,6.8221607,7.0226417,6.7979946,6.9446115,6.9327307,7.0261455,6.9735765,6.9390135,6.9916329
7.0067153,7.0628743,6.8489614,6.9577150,6.8663630,6.9140306,7.0494008,7.0410156,6.7056556,6.8344998
